kecamatan_subdistrict,komoditas,y2020,y2021,y2022,y2023,name,no_komoditas,tabel
Paga,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Paga,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Paga,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Mego,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Mego,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Mego,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Mego,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Tana Wawo,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Tana Wawo,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Tana Wawo,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Tana Wawo,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Lela,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Lela,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Lela,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Lela,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Bola,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Bola,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Bola,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Bola,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Doreng,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Doreng,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Doreng,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Doreng,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Mapitara,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Mapitara,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Mapitara,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Mapitara,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Talibura,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Talibura,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Talibura,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Talibura,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Waigete,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Waigete,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Waigete,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Waigete,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Waiblama,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Waiblama,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Waiblama,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Waiblama,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Kewapante,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Kewapante,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Kewapante,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Kewapante,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Hewokloang,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Hewokloang,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Hewokloang,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Hewokloang,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Kangae,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Kangae,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Kangae,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Kangae,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Palue,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Palue,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Palue,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Palue,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Koting,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Koting,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Koting,bugenvil_m2_m2,...,-,-,1,bugenvil_m2,7,tbl_5.5
Koting,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Nelle,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Nelle,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Nelle,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Nelle,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Nita,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Nita,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Nita,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Nita,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Magepanda,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Magepanda,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Magepanda,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Magepanda,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Alok,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Alok,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Alok,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Alok,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Alok Barat,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Alok Barat,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,-,-,anggrek_pot,1,tbl_5.5
Alok Barat,bugenvil_m2_m2,...,-,-,-,bugenvil_m2,7,tbl_5.5
Alok Barat,puring_croton_m2_m2,...,-,-,-,puring_croton,11,tbl_5.5
Alok Timur,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Alok Timur,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,40,9,anggrek_pot,1,tbl_5.5
Alok Timur,bugenvil_m2_m2,...,-,180,18,bugenvil_m2,7,tbl_5.5
Alok Timur,puring_croton_m2_m2,...,-,160,13,puring_croton,11,tbl_5.5
Sikka,anggrek_potong_cut_orchid_m2_m2,...,-,-,-,anggrek_potong,2,tbl_5.5
Sikka,anggrek_pot_orchid_potted_orchid_m2_m2,...,-,40,9,anggrek_pot,1,tbl_5.5
Sikka,bugenvil_m2_m2,...,-,180,19,bugenvil_m2,7,tbl_5.5
Sikka,puring_croton_m2_m2,...,-,160,13,puring_croton,11,tbl_5.5
Paga,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Paga,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Paga,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Paga,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Paga,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Paga,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Paga,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Paga,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Paga,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Mego,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Mego,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Mego,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Mego,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Mego,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Mego,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Mego,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Mego,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Mego,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Tana Wawo,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Tana Wawo,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Tana Wawo,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Tana Wawo,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Tana Wawo,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Tana Wawo,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Tana Wawo,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Tana Wawo,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Tana Wawo,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Lela,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Lela,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Lela,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Lela,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Lela,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Lela,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Lela,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Lela,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Lela,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Bola,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Bola,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Bola,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Bola,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Bola,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Bola,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Bola,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Bola,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Bola,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Doreng,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Doreng,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Doreng,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Doreng,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Doreng,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Doreng,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Doreng,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Doreng,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Doreng,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Mapitara,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Mapitara,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Mapitara,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Mapitara,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Mapitara,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Mapitara,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Mapitara,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Mapitara,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Mapitara,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Talibura,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Talibura,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Talibura,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Talibura,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Talibura,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Talibura,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Talibura,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Talibura,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Talibura,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Waigete,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Waigete,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Waigete,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Waigete,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Waigete,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Waigete,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Waigete,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Waigete,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Waigete,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Waiblama,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Waiblama,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Waiblama,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Waiblama,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Waiblama,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Waiblama,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Waiblama,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Waiblama,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Waiblama,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Kewapante,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Kewapante,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Kewapante,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Kewapante,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Kewapante,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Kewapante,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Kewapante,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Kewapante,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Kewapante,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Hewokloang,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Hewokloang,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Hewokloang,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Hewokloang,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Hewokloang,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Hewokloang,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Hewokloang,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Hewokloang,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Hewokloang,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Kangae,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Kangae,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Kangae,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Kangae,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Kangae,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Kangae,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Kangae,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Kangae,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Kangae,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Palue,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Palue,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Palue,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Palue,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Palue,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Palue,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Palue,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Palue,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Palue,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Koting,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Koting,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Koting,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Koting,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Koting,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Koting,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,5,pedang_pedangan,9,tbl_5.6
Koting,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,3,pisang_pisangan,10,tbl_5.6
Koting,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Koting,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Nelle,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Nelle,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Nelle,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Nelle,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Nelle,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Nelle,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Nelle,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Nelle,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Nelle,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Nita,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Nita,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Nita,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Nita,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Nita,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Nita,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Nita,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Nita,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Nita,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Magepanda,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Magepanda,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Magepanda,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Magepanda,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Magepanda,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Magepanda,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
Magepanda,pisang_pisangan_heliconia_tangkai_stalks,-,-,-,-,pisang_pisangan,10,tbl_5.6
Magepanda,soka_ixora_pohon_tree,-,-,-,-,soka_ixora,12,tbl_5.6
Magepanda,sri_rejeki_aglaonema_pohon_tree,-,-,-,-,sri_rejeki,13,tbl_5.6
Alok,krisan_chrysantemum_tangkai_stalks,-,-,-,-,krisan_chrysantemum,3,tbl_5.6
Alok,mawar_rose_tangkai_stalks,-,-,-,-,mawar_rose,4,tbl_5.6
Alok,sedap_malam_tuberose_tangkai_stalks,-,-,-,-,sedap_malam,5,tbl_5.6
Alok,anthurium_bunga_flamingo_lily_flower_tangkai_stalks,-,-,-,-,anthurium_bunga,6,tbl_5.6
Alok,palem_palm_pohon_tree,-,-,-,-,palem_palm,8,tbl_5.6
Alok,pedang_pedangan_sanseviera_rumpun_clumps,-,-,-,-,pedang_pedangan,9,tbl_5.6
